original_file_id,press_release_conclusion,press_release_strength,abstract_conclusion,abstract_strength,exaggeration_label
14-11-026-1,Impact of injuries in the UK more than two and a half times higher than estimated,1,The use of disability weights derived from patient experiences combined with additional morbidity data on ED-treated patients and inpatients suggests that the absolute burden of injury is higher than previously estimated.,1,same
25-012,"Babies born in English NHS hospitals at the weekend have a slightly greater risk of death within the first seven days, compared with those born during the week, finds a study in The BMJ today.",1,"Study answer and limitations Performance across four of the seven measures was significantly worse for women admitted, and babies born, at weekends.",1,same
29-012,University of Leicester study shows possible link between red meat and heart disease,1,"TMAO was a univariate predictor of death and death/HF, and remained an independent predictor until adjusted for renal confounders.",1,same
25-139,But levels of physical fitness significantly worsened,0,High levels of inspiration to participate in new activities reported following London 2012 and positive associations with fitness are encouraging.,1,downplays
25-168,"Brainy teens may be less likely to smoke, but more likely to drink and use cannabis",1,"In a sample of over 6000 young people in England, high childhood academic at age 11 is associated with a reduced risk of cigarette smoking but an increased risk of drinking alcohol regularly and cannabis use.",1,same
25-120,"Growth in the use of e-cigarettes in England has been associated with a higher rate of successful attempts to quit smoking, reveals a study published by The BMJ today.",1,Prevalence of e-cigarette use in current smokers was used to predict rate of quit attempts.,1,same
13-11-002-1,Protective properties of green tea uncovered,2,"CAGTE which was depleted in flavan-3-ols, as shown by LC–MS analysis, protected dPC12 cells at concentration ranges of 0.3–10 g/ml and 0.03–0.125 g/ml for H2O2 and A(1–42), induced cytotoxicity, respectively.",3,downplays
12-11-019-1,"University of Manchester scientists, working with colleagues in Edinburgh and Australia, have provided the first direct biological evidence for a genetic contribution to people’s intelligence.",3,"Our results unequivocally confirm that a substantial proportion of individual differences in human intelligence is due to genetic variation, and are consistent with many genes of small effects underlying the additive genetic influences on intelligence.",3,same
29-024,"A team led by Martha Clokie, Professor of Microbiology at the University of Leicester’s Department of Infection, Immunity and Inflammation, demonstrated that bacteriophage combinations significantly reduce growth of C. difficile cells and proliferation in complex models, whilst retaining healthy gut by preventing destruction of beneficial bacteria caused by traditional antibiotic treatment.",3,"In a challenge model of the disease, phage treatment delayed the onset of symptoms by 33 h compared to the time of onset of symptoms in untreated animals.",3,same
33-005,"The Portable Eye Examination Kit (Peek) has real-world potential to transform global eye health, according to new research published in the journal JMIR mHealth uHealth.",0,The study demonstrated that the Peek Acuity smartphone test is capable of accurate and repeatable acuity measurements consistent with published data on the test-retest variability of acuities measured using 5-letter-per-line retroilluminated logMAR charts.,0,same
15-11-012-1,Coaching has a ‘significant result’ on SAT scores says Oxford study,3,We show a significant effect in score improvement for coached students over their uncoached peers in both the Math and Verbal subtests of the examination.,3,same
10-11-013-1,Scientists identify genes that may signal long life in naked mole-rats,2,Our results indicate that genes associated with oxidoreduction and mitochondria were expressed at higher relative levels in naked mole-rats.,1,exaggerates
