Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
Kamala Harris deve atacar Trump frontalmente em discurso histórico na convenção democrata  ,,o senador norte-americana kamala harris o discursar importante carreira político hoje dirigir convenção nacional democrata colega chapar candidatar presidencial joe biden o ex-procuradora-geral califórnio história o o tornar o descendente negro e asiático país o integrar o chapar presidencial posicionar frontalmente o reeleição presidente republicano donald trump novembro harris provavelmente falar diretamente s milhão mulher jovem e eleitor negro eleitorado importante biden derrotar trump discursar noite convenção partidário barack obama o presidente negro unir o ex-candidata presidencial hillary clinton perder trump o senador elizabeth warren e o presidente câmara deputar nancy pelosi,saúde,19/08/2020 08h41 ,James Oliphant,https://noticias.uol.com.br/ultimas-noticias/reuters/2020/08/19/kamala-harris-deve-atacar-trump-frontalmente-em-discurso-historico-na-convencao-democrata.htm
"Reabertura da economia não está para ser anunciada na Grande SP, diz Meirelles  ",,"o secretário fazenda e planejamento paulo henrique meirelles hoje o governar estadual anunciar reabertura economia região metropolitano paulo o haver o planar reabertura gradual interior paulo o dia 1º junho semana começar oeste cidade densidade e capacidade atendimento hospitalar região metropolitano o reabertura depender evolução caso e capacidade hospitalar o secretário afirmar o preenchimento leito região metropolitano preocupante meirelles o reabertura economia interior igual setores trabalhar desenvolver protocolo setor afirmar o secretário o secretário afirmar trabalhar cenário o pib brasileiro quedo o estimar mediano previsão boletim focus 5,89 o paulo retração semelhante recuar esperar arrecadação imposto maio e junho",saúde,25/05/2020 17h42 ,"André Ítalo Rocha e Eduardo Laguna, especial para a AE",https://economia.uol.com.br/noticias/estadao-conteudo/2020/05/25/reabertura-da-economia-nao-esta-para-ser-anunciada-na-grande-sp-diz-meirelles.htm
Estudo da USP mostra a importância de manter massa muscular para longevidade,,falar dieta “ low carb ” o pessoa aumentar o consumir carnar o importante ingestão proteína origem animal vegetal importante o ano continuar comer peixe ovar carnar e frango proteína origem vegetal feijão grão bicar lentilha e amêndoa e o atividade físico musculação peso aumentar o massa muscular o estudar faculdade medicinar universidade paulo fm-usp cientista avaliar o quantidade músculo pessoa braço e perna quantidade gordura camada abaixar pelar e órgão vital voluntário participar pesquisar usp examinar técnico densitometria emissão raio x duplo energia rápido e indolor o exame requerer nenhum preparar especial e realizar intensidade exposição o raio x. densitometria fornecer informação massa ósseo magro e gordura corpo inteirar específico expresso porcentagem massa total o equipamento adquirir auxílio fapesp,ciência, Publicado em  04/07/19 06:00 ,Helena Borges,https://extra.globo.com/noticias/saude-e-ciencia/estudo-da-usp-mostra-importancia-de-manter-massa-muscular-para-longevidade-23782630.html
PGR pede que STF suspenda em caráter urgente o inquérito contra procuradores da Lava-Jato e cita risco de prisão,,brasília o procuradoria-geral repúblico pgr pedir ministro supremo tribunal federal stf rosar weber rever decisão e suspender urgência o inquérito superior tribunal justiçar stj aberto procurador lava-jato o ofício assinar subprocurador-geral repúblico josé adonis callou araújo sá destacar o investigação trazer risco prisão e afastamento membro ministério público federal o pgr apresentar o ofício ministro base noto publicar colunista belo megale n sexta-feira o presidente stj humberto martim relatar o interlocutor planeja proferir medir buscar e apreensão procurador extinto força-tarefa curitiba documentar o subprocurador-geral adonis callou “ cenário mudar ” referindo-se decisão rosar weber d semana negar pedir suspender o investigação o argumentar haver riscar liberdade alvo investigação conferir informação o inquérito assinante globo,brasil, Publicado em  26/03/21 17:13 ,Aguirre Talento e Bela Megale,https://extra.globo.com/noticias/brasil/pgr-pede-que-stf-suspenda-em-carater-urgente-inquerito-contra-procuradores-da-lava-jato-cita-risco-de-prisao-24943357.html
"Secretário apela por medidas anti-covid: ""Vírus está cada vez mais próximo""  ",,jean gorinchteyn secretário saudar paulo apelar pessoa colaborar regrar sanitário o coronavírus o infectologista afirmar semana epidemiológico o aumentar caso confirmar entrevisto coletiva palácio bandeirante o o governador joão doria psdb reforçar o necessidade medir anti-covid o população afirmar o vírus 52ª semana epidemiológico e atento o vírus assistir algum amigar parente o diagnóstico internar infelizmente morrer decorrência covid semana falar gorinchteyn detalhar envolver hospital,saúde,21/12/2020 13h13 ,21/12/2020 13h13 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/12/21/secretario-apela-por-medidas-anti-covid-virus-esta-cada-vez-mais-proximo.htm
Kate Middleton seleciona 100 fotos sobre a vida na pandemia para exposição virtual,"A duquesa de Cambridge fez a curadora da mostra 'Hold Still' para a National Portrait Gallery de Londres; fotografias foram tiradas entre maio e junho, durante o lockdown.",o duque cambridge kate middleton selecionou retrato o vidar britânico durante o pandemia coronavírus exposição virtual museu national portrait gallery londres inaugurar n segunda-feira o mostrar receber o nome hold still inglês ficar parar expressão inglês foto resumir o britânico durante o período lockdown decretar evitar o propagação covid-19 país fotografia tirar maio e junho d ano e pessoa enviar contribuição o museu nacional kate o ajudar especialista escolher integrar o exposição dividir cuidador e herói normal e atos gentileza “ ficar impressionar o participação pessoa e o qualidade imagem extraordinário o duque cambridge comunicar história trás d imagem comovente,saúde, 14/09/2020 15h52 , Por G1 ,https://g1.globo.com/mundo/noticia/2020/09/14/kate-middleton-seleciona-100-fotos-sobre-a-vida-na-pandemia-para-exposicao-virtual.ghtml
Voto antecipado de mais de 50 milhões de norte-americanos sugere alto comparecimento  ,,washington reuters milhão norte-americanos depositar cédula o eleição presidencial especialista votação antecipar hoje o comparecimento recordar o disputar novembro o presidente donald trump e o desafiante joe biden acordar michael mcdonald projeto eleição universidade flórido o o milhão pessoa votar presencialmente correar dia eleição representar eleitor habilitar mcdonald e especialista preveem o eleição estabelecer recordar moderno comparecimento superar o participação eleição presidencial recente,política,23/10/2020 17h33 ,23/10/2020 17h33 ,https://noticias.uol.com.br/ultimas-noticias/reuters/2020/10/23/voto-antecipado-de-mais-de-50-milhoes-de-norte-americanos-sugere-alto-comparecimento.htm
Jane Fonda troca protesto presencial por virtual em tempos de coronavírus  ,,jane fonda parar protestar — o pandemia ano passar o atriz preso protestar o fire drill fridays exigir ações enfático governo mundial e especialmente estadunidense o aquecimento global seguir recomendação prevenção o coronavírus e ficar casar fonda planejando edição virtual protestar parceria o greenpeace o evento acontecer amanhã instagram organização o 15h horário brasília protesto virtual contar o presença fonda e cientista e ativistas ambientar continuar semanalmente o dia abril comemorar o dia árvore eua planejando o protestar global datar fonda variety diferente claro descobrir o internet pessoa ficar consciente crise existencial mudança climático,saúde,02/04/2020 16h12 ,02/04/2020 16h12 ,https://entretenimento.uol.com.br/noticias/redacao/2020/04/02/jane-fonda-troca-protesto-presencial-por-virtual-em-tempos-de-coronavirus.htm
"O ministro da Educação, Milton Ribeiro, envergonha até bolsonaristas  ",,o bolsonarismo o refúgio fascista algum algum luminar esquerdo achar genial espalhar idear o palavra fascismo virar certo militante esquerdo o o salsinha prato cor alguém o debater sapecar n o xingamento vulgarizar o fascismo vulgarizar o injustiçado tempero haver haver apoiadores jair bolsonaro fascista verdade — e prender o respiração e gastar minuto ler o postar rede social certo expoente turma,política,24/09/2020 10h53 ,24/09/2020 10h53 ,https://noticias.uol.com.br/colunas/thais-oyama/2020/09/24/o-ministro-da-educacao-milton-ribeiro-envergonha-ate-bolsonaristas.htm
Coronavírus: o que a Ciência diz sobre o uso da cloroquina contra a covid-19  ,,resultar positivo restringir o teste laboratorial e haver teste clínico comprovar eficaz seguro o governar brasileiro distribuir cloroquina fármaco hoje tratamento doença malária e lúpus paciente grave covid-19 o doença causar coronavírus o medicamentar gerar dúvida e suscitar debater o presidente unir donald trump defender twitter o liberação remédio órgão saudar público conter o epidemiar país e o presidente jair bolsonaro anunciar o laboratório exército passar o produzir o medicamentar brasil o medicamentar eficaz o covid-19,saúde,27/03/2020 16h57 ,Camilla Veras Mota - Da BBC News Brasil em São Paulo,https://noticias.uol.com.br/ultimas-noticias/bbc/2020/03/27/coronavirus-o-que-a-ciencia-diz-sobre-uso-da-cloroquina-contra-a-covid-19.htm
Celso de Mello aguarda resultado do teste de coronavírus em São Paulo,Ministro com mais tempo de atuação no STF está afastado desde fim de janeiro por conta de cirurgia no quadril. Ele fez teste após contato com médico que está com a doença.,o ministrar celso mello ministrar atuação supremo tribunal federal stf isolar paulo e aguardar dia o resultar testar o coronavírus o informar o gabinete d n quarta-feira celso mello o testar contato o médico infectologista david uip durante internação semana passar uip testar positivar o doença e diagnosticar coordenar o centrar contingência coronavírus paulo celso mello licença o janeiro contar cirurgia quadril olocou prótese passar dificuldade locomoção,política, 25/03/2020 12h52 ," Por Mariana Oliveira, TV Globo — Brasília ",https://g1.globo.com/politica/noticia/2020/03/25/celso-de-mello-aguarda-resultado-do-teste-de-coronavirus-em-sao-paulo.ghtml
"Pacheco diz que vai instalar CPI da Covid, mas critica decisão do STF",,o presidente senado rodrigar pacheco dem-mg afirmar n quarta-feira cumprir o decisão ministrar luís roberto barroso supremo tribunal federal stf instalar o comissão parlamentar inquérito cpi covid-19 o o reforçar o inapropriado o funcionamento colegiado e representar o coroamento insucesso nacional enfrentamento pandemia pacheco avaliar o comissão discursar político eleitoreiros — o fato cpi natureza mérito tratar fato querer acreditar o cpi substituir o papel ministério público polícia federal polícia civil controladoria-geral união cgu papel antecipação discussão político-eleitoral palancar político absolutamente inapropriado o — pacheco o jornalista pacheco alegar apesar o cpi possuir assinatura suficiente adotou juízo conveniência e oportunidade instalá-la visão presidente senado precisar buscar o estabilidade político e o enfrentamento pandemia inteligente pautar união pacificação e coordenação — o gravidade exigir união o cpi curvo curvo o coroamento insucesso nacional enfrentamento pandemia pretender apurar o passar conseguir definir o presentar e futurar ações concreto — questionar,brasil, Publicado em  08/04/21 21:12 ,Julia Lindner,https://extra.globo.com/noticias/brasil/pacheco-diz-que-vai-instalar-cpi-da-covid-mas-critica-decisao-do-stf-24962363.html
Respostas para as perguntas mais frequentes sobre o coronavírus  ,,"respostar perguntar frequente o coronavírus realidade país o pandemia coronavírus gerar perguntar cientista encontrar respostar o rápido d perguntar abordar n texto enviar dw plataforma facebook e twitter olhar buscar site pesquisar o o coronavírus o sars-cov-2 doença causar patógeno o covid-19 acreditar o vírus surgir morcego o informação teoria o vírus passar outro animal infectar humano preciso confirmar o o covid-19 zoonose doença causar transmissão vírus animar humano presentar animal o vírus passar série mutação genético permitir infectar e multiplicar interior humanos.no início fevereiro o revisto nature divulgar estudar mostrar total genoma coronavírus detectar humano idêntico o o encontrar morcego e o o contrário teoria conspiração sugerir pesquisador descartar o fato o vírus produzir laboratório.há forte indício o sars-cov-2 saltar animar humano mercar wuhan capital província central chinês hubei e epicentro surtir país asiático perguntar respondido simplesmente morte gripar acidentar carro previsto falar probabilidade e fácil casar covid-19 o dw detalhar funcionar estatístico e principal preciso o disseminação vírus.o matemático e epidemiologista adir kucharski escola higiene e medicinar tropical londres calcular o taxar mortalidade vírus 0,5 o pessoa infectar pessoa morrer coronavírus causar doença respiratório o vírus basicamente transmitir gotícula liberar ar alguém tossir espirra.segundo o instituto federal análise risco bfr sigla alemão teste laboratório mostrar contaminação gravar o vírus continuar infeccioso horar ar horar superfície cobrir horar papelão e dia aço inoxidável e plástico.mas o notícia o vírus preciso hospedeiro viver sobreviver o vírus acabar morrer cópia si sobrevivo superfície horar e dia acabar ficar infeccioso o replicar o vírus sofrer degradação.além d estudar examinar o sobrevivência vírus condição laboratorial idear considerar fatores externo mudança temperatura e luzir sol afetar o estabilidade vírus",saúde,23/03/2020 15h28 ,Julia Vergin ,https://www.uol.com.br/vivabem/noticias/deutsche-welle/2020/03/23/respostas-para-as-perguntas-mais-frequentes-sobre-o-coronavirus.htm
